gene_id,WT1,WT2,LOF1,LOF2,LOF3,GOF1,GOF2,GOF3
Zfp811,0.13503,0,0,0.125236,0,0,0,0
Zfp799,2.68283,2.11677,2.0955,3.56238,3.68382,2.56435,3.64893,3.05662
Zfp870,0.43132,0.843764,0.356458,0.572912,0.452915,0.840799,0.635914,1.57762
Cyp4f14,23.2102,21.9666,38.5944,54.7038,46.8713,6.91602,9.64306,11.3328
Cyp4f13,23.5515,26.9925,19.9893,31.9674,23.8276,32.1637,29.4921,25.7542
Cyp4f41-ps,0.383905,0.213972,0.105187,0,0,0.351567,0.16739,0.275185
Zfp472,1.00423,0.901406,0.996019,0.518695,0.131796,0.246823,0.347416,0.940215
Zfp952,0.425803,0.569128,0.856548,0.877007,0,0.636895,0.510814,0.395411
Zfp763,0.376798,0.306574,0.98373,0.49387,0,0.527648,0.729425,0.434381
4921501E09Rik,0,0,0,0,0,0,0,0
Zfp563,0.430434,0.217321,0.480005,0.492151,0.795829,0.663943,0.643875,0.57979
Morc2b,0,0,0,0,0,0,0,0
Olfr55,0,0,0,0,0,0,0,0
Olfr239,0,0,0,0,0,0,0,0
Gm4461,0.707218,0,0,0,0,0,0,0
Zfp955a,1.08973,0.472238,1.17368,1.12296,2.33569,1.23917,0.867728,1.21971
Olfr63,0,0,0,0,0,0,0,0
Zfp955b,1.64069,2.98235,2.1795,1.23543,0.845171,1.99755,1.23775,1.5738
Zfp81,0.503797,0.602167,1.25685,0.600619,1.23263,0.824428,0.973196,1.25356
Zfp101,0.617915,0.930161,1.37022,0.604462,0.447972,1.25849,0.654618,0.633147
Actl9,0,0,0,0,0,0,0,0
Adamts10,0,0.836697,0,0,0,0,0.00851299,0.741668
Myo1f,0,0,0,0,0,0,0,0
Zfp414,28.8877,25.952,22.7838,19.6075,16.0443,18.9177,21.0755,31.7798
Pram1,1.60343,2.77981,0.902841,1.11128,0,0.399028,0.388514,0.620592
Hnrnpm,19.465,13.909,17.1901,15.8178,15.9975,14.8112,17.5719,13.1572
2-Mar,11.9633,12.1575,5.85026,8.28999,5.17094,10.6524,9.44548,8.37942
Rab11b,21.903,18.9252,23.9828,27.3919,24.258,25.9226,29.2731,33.7879
Angptl4,2.58043,3.03818,9.77872,12.9755,3.43718,2.07982,3.09511,3.63491
Kank3,0.24444,1.56245,0.23017,0.11769,0,0.248917,0.0933006,0.438308
Rps28,115.514,170.105,89.4409,136.745,55.1633,242.408,164.941,287.765
Ndufa7,26.669,31.2012,26.1842,32.1329,17.9993,43.562,44.8058,54.2246
Cd320,5.2905,4.26928,3.74894,1.2893,3.63553,7.66876,7.56405,8.39408
Kifc1,5.85705,4.21345,5.9848,2.65582,0.464412,2.78669,2.66129,2.4379
BC033916,0.663393,0.051321,0,0,0,0,0,0.0565846
BC051226,4.01174,3.52856,3.6163,2.89078,0,1.98633,1.93278,2.37744
Daxx,11.3605,7.31227,5.21571,7.61353,3.44483,5.00558,5.92225,6.54069
Zbtb22,14.8558,9.21754,11.7598,11.6583,5.99514,10.9134,12.6509,12.516
Tapbp,49.9515,32.7244,44.0923,48.503,32.615,38.9662,32.4367,33.7575
Rgl2,11.1188,16.7996,6.02792,11.0101,6.22355,13.0854,8.33364,11.8121
Pfdn6,18.0929,8.10361,24.7417,14.1274,14.9186,10.5592,19.6852,17.5612
Wdr46,37.8446,43.156,40.6504,50.1787,22.8624,34.0606,27.9217,37.0039
B3galt4,5.20342,4.05427,2.69985,5.19569,0.600052,2.54137,4.24068,2.12664
Rps18,356.593,243.658,260.846,307.898,207.223,427.255,401.778,526.872
Vps52,17.5092,14.2007,15.7686,20.3431,13.2621,16.8989,15.0606,17.4054
H2-K2,1.65458,2.01365,0.749566,1.60806,3.78024,0.847167,0.347658,1.36285
AA388235,0,0,0.182753,0,0,0.585443,0.0626925,0.45231
H2-K1,264.149,206.679,273.953,242.259,194.86,136.131,121.631,186.391
Ring1,6.69337,7.48872,3.7056,4.99139,10.2201,4.95812,5.97886,9.4238
Mir219a-1,0,0,0,0,0,0,0,0
Mir219c,0,0,0,0,0,0,0,0
H2-Ke6,11.5527,8.46581,2.84409,3.32113,0,4.49899,1.96741,2.72598
Slc39a7,14.4238,9.98657,15.6611,24.9769,12.9851,13.3974,19.3025,10.7811
Rxrb,22.292,16.853,18.6081,15.498,10.7543,15.7008,19.4932,20.0512
Col11a2,0.168442,0,0.249908,0.0120156,0,0.0214469,0.0428689,0
BC051537,0,0,0,0,0,0,0,0
H2-Oa,0,0,0,0,0,0,0,0
Brd2,80.1499,64.2104,60.8819,72.7257,62.4896,72.4362,89.2218,69.2281
H2-DMa,29.5627,19.5825,38.8908,30.354,15.923,46.0923,34.3027,46.7899
H2-DMb2,2.79292,1.85186,3.00688,1.56068,0,2.89801,1.96262,5.57127
H2-DMb1,22.0978,12.6606,16.2602,23.8576,9.99536,31.712,26.6461,19.3529
Psmb9,15.0585,13.7737,19.4195,17.4802,16.8479,12.8926,3.23355,9.68984
Tap1,40.7137,31.4033,47.1779,36.603,26.1816,11.2832,8.63972,14.8601
Psmb8,34.4946,37.1314,36.1051,37.0494,25.0386,22.5564,10.3297,15.2868
Tap2,9.2349,5.81421,11.2505,8.2512,9.12625,4.09145,1.72442,4.38248
H2-Ob,0,0,0,0,0,0,0,0
H2-Ab1,107.487,86.1695,115.752,97.4103,93.1747,116.444,80.4538,120.829
H2-Aa,35.3677,51.3683,49.1692,28.8566,40.9818,65.7955,31.0513,48.8904
H2-Eb1,57.0268,62.6085,44.104,38.183,34.4448,71.0428,63.4623,70.9821
H2-Eb2,0,0,0,0,0,0,0,0
H2-Ea-ps,0,0,0,0,0,0,0,0
Btnl2,17.3858,18.4147,15.8462,18.5276,12.4446,11.045,8.76338,8.71369
Btnl1,13.8984,10.3074,13.8555,13.3788,14.7991,8.70233,6.29739,4.75302
BC051142,0.73684,2.28722,0.576962,0.653162,2.60377,2.03058,0.679282,1.07825
Btnl4,6.11831,5.20919,5.75762,6.45581,2.31065,3.92263,4.63422,3.58838
Btnl5-ps,25.1372,22.1863,24.215,33.8299,24.835,16.9594,16.3665,16.8737
Btnl6,9.54892,1.80339,15.0034,18.8147,21.5702,5.14611,4.2982,5.38768
Notch4,0.84332,1.30356,0.821461,1.54037,0.226067,0.780393,0.937985,0.913003
Gpsm3,0,0,0.085656,0.481631,0.951755,0.636397,0.136339,0.224148
Pbx2,19.603,13.4565,17.7617,20.4711,12.8716,20.6631,20.3282,16.9442
Ager,1.32381,2.34296,0.889295,1.05205,0,0.461239,0.824982,0.205503
Rnf5,26.2144,27.1688,42.7865,51.3914,53.2747,35.8544,40.1233,52.6711
Agpat1,65.274,78.3706,56.4257,69.2718,47.5711,43.5993,50.2918,53.7858
Egfl8,0,0.685969,0.354054,0.853106,0,1.27735,0.321972,0.567126
Ppt2,18.968,13.6616,9.43611,10.3217,21.1144,11.8272,16.5795,24.9025
Prrt1,0,0,0,0,0,0,0,0
Fkbpl,0,2.74388,1.31506,1.13747,0,1.16465,0.708338,0.756169
Atf6b,17.6472,10.4223,16.902,23.2354,9.9196,13.7334,17.5465,19.5779
Tnxb,0,0,0,0,0,0,0,0
C4b,0.817603,0.16294,1.48463,1.95901,1.47274,0.587424,0.980951,1.10351
Cyp21a1,0.255198,0,0,0,0,0,0,0
C4a,0.0440671,0.109288,0.176023,0.286054,0.251612,0,0.166624,0.154304
Stk19,1.99086,6.43544,9.21877,9.06385,6.96887,3.64615,5.83317,7.21657
Dxo,14.2734,11.7448,11.2291,15.2684,16.6523,10.9883,10.2694,10.258
Skiv2l,19.4372,15.2643,12.5974,19.4394,18.1343,16.1065,14.0601,13.9186
Mir6971,0,0,0,0,0,0,0,0
Mir6970,0,0,0,0,0,0,0,0
Nelfe,13.6453,9.23352,8.85227,10.233,6.1518,6.67091,7.57034,9.93138
Cfb,17.3136,16.5575,18.4658,24.7578,16.3872,19.2841,20.1063,23.3946
Mir6972,0,0,0,0,0,0,0,0
C2,4.71734,4.52738,3.95998,3.63401,3.12758,1.19319,1.91176,1.185
Zbtb12,3.12913,10.6783,2.8778,1.53041,1.87135,6.12106,5.65416,7.77363
Ehmt2,23.4962,21.0285,16.8681,18.2838,10.7895,17.4483,22.7083,18.1814
Slc44a4,27.9833,19.3109,35.6811,46.1759,59.4899,25.0683,31.0352,24.1107
Neu1,3.46457,3.45187,3.24802,3.06269,1.25594,2.2789,3.12187,4.93461
1110038B12Rik,33.0063,26.5591,14.2803,12.2161,0,32.7292,39.5233,46.3532
Snord52,0,0,0,0,0,0,0,0
Hspa1b,0.385611,0.327547,0.0195607,0.391188,2.12,0.615694,0.450647,0.343902
Hspa1a,0.243876,0.248979,0,0.251723,2.02025,0.384699,0.609107,0.418933
Hspa1l,0.301114,1.93886,1.35183,0.393761,0.382015,0.670009,2.54183,0.308521
Lsm2,14.1953,7.36362,15.6672,21.5633,8.09457,19.1728,15.3217,22.7297
Vars,65.8523,51.711,49.9981,57.5843,45.7431,46.5158,57.5404,60.6262
Vwa7,0.550532,0.989806,0.527784,0.32202,0.768366,0.0841096,0.0400301,0.0376124
Sapcd1,0.1864,0.223154,0.127692,0.360008,0,0,0,0
Msh5,0.661464,0.670903,0.191356,0.463238,0,0.352101,0.39347,0.539132
Clic1,66.5079,47.6529,63.6776,65.9738,50.3326,59.3387,91.0688,102.989
Ddah2,0.825561,0.472038,0.521957,0.326096,0,0.80791,0.0553747,0.032506
G6b,1.54809,0.736319,0.567077,0.662528,0,1.68628,2.76349,1.64212
G6bos,0.367097,0,0,0.596907,0,0,0,0
Ly6g6c,0.0906802,0,1.61509,0,0,0,0.474397,0
Ly6g6d,3.57927,5.34079,2.13283,1.73077,11.2443,1.66043,2.30524,0.795952
Ly6g6e,0,0,0.616993,0,1.99926,0.15276,0.0654588,0
Ly6g6f,0.16093,2.46645,0.385827,1.0329,1.53076,0.573086,0,0
Abhd16a,13.5315,7.26557,13.2963,8.95603,6.71713,8.72806,11.4375,13.7336
Ly6g5c,0,0,0,0,0,0,0,0
Ly6g5b,0.897282,0.454601,0,0.209418,0,0.0829933,0.42678,0.417621
Csnk2b,88.8608,75.068,85.7352,118.294,44.5031,95.1715,59.0785,109.933
Gpank1,5.16445,5.28255,5.38225,2.12723,10.0738,6.20864,4.86762,5.38728
D17H6S53E,5.776,6.25955,5.67636,4.27316,0.582326,5.53277,6.30867,8.94088
Apom,0,0.827362,0,0.163455,0,1.16531,0.499532,0.130329
Bag6,65.7452,42.0767,62.2571,63.0384,56.6089,49.7689,65.04,56.0929
Prrc2a,126.603,95.3686,108.77,131.642,104.961,101.683,125.038,118.009
Aif1,0,0,0,0,0,0,0,0
Lst1,0,0,0,0,0,0,0,0
Ltb,0,0.0726967,0.643293,0.301384,0,0,0,0.120207
Mir6973a,0,0,0,0,0,0,0,0
Tnf,1.799,1.95065,1.48359,1.39003,0,5.08707,5.94993,5.75889
Lta,0,0,0,0,0,0,0,0.341179
Mir6974,0,0,0,0,0,0,0,0
Nfkbil1,3.40157,2.84491,1.20371,2.37753,0.21574,1.0387,1.01369,2.7583
Atp6v1g2,0.947074,2.69211,0.763126,1.16816,0,2.6085,1.45775,2.02576
Ddx39b,143.096,158.813,126.344,123.937,84.1565,129.831,127.521,146.441
Mir8094,0,0,0,0,0,0,0,0
Mir6975,0,0,0,0,0,0,0,0
H2-D1,171.722,179.491,189.73,161.004,181.239,93.4957,87.0444,122.32
H2-L,11.5607,0.352785,3.09531,6.638,4.02E-05,0.456584,4.64352,0.295689
LOC547349,0.675625,2.91E-19,2.19E-23,1.88E-29,6.79E-24,0.193699,0.0935429,1.38E-25
H2-Q1,4.27534,4.71192,6.66388,4.42202,6.0863,2.31239,1.77078,2.79835
H2-Q2,10.3666,15.8563,26.1082,20.7782,14.8284,10.4886,16.5507,11.0543
H2-Q4,63.5482,48.1962,56.4686,30.2666,19.9067,31.044,20.203,28.313
H2-Q5,60.633,58.8309,46.9969,29.0338,48.0674,14.7484,13.2781,12.7856
H2-Q8,0.000795065,2.44382,0.00124426,1.12493,0.00280273,0.000376565,0.000322707,0.000375975
H2-Q6,28.7614,37.4625,33.1921,14.9614,16.1582,12.0964,6.4555,18.9021
H2-Q7,15.8184,9.60975,14.4177,9.2787,12.6824,6.32984,2.92686,9.44486
H2-Q9,7.20633,14.469,14.6815,5.19708,3.27E-10,0.957278,0.328899,4.98366
H2-Q10,0.81081,0.74471,2.22133,1.37981,5.24171,0.460631,0.842884,0.771591
Pou5f1,0,0,0,0.112306,4.66022,0,0.114432,0.044789
Tcf19,13.4705,10.4208,11.6041,10.6231,3.50709,6.74323,5.33676,12.9686
Cchcr1,9.28841,7.59504,7.85264,7.00514,10.7094,6.3468,4.17057,7.99823
Psors1c2,0,0.292847,0,0,0,0,0,0
Cdsn,0,0.0837655,0,0.231349,0,0,0.497816,0.0307717
2300002M23Rik,0,0,0,0,0,0,0,0
Gm9573,0,0,0,0,0,0,0,0
Dpcr1,0,0,0,0,0,0,0,0.363784
Sfta2,0,0,0,0,0,0,0,2.38578
Vars2,14.4462,10.3086,8.39869,13.1387,5.71659,10.6621,11.1697,11.4424
Gtf2h4,6.8231,6.00746,11.0327,14.1602,6.4426,8.93008,14.4089,13.0589
Ddr1,25.6358,12.6118,14.1041,17.4879,12.6644,29.304,43.3972,39.3289
4833427F10Rik,0,0,0,0,0,0,0,0
Ier3,1.49454,2.04587,4.41826,4.54381,6.28506,5.4424,11.7295,9.02119
Flot1,5.98755,4.43387,4.90091,6.10375,8.52172,3.345,4.94683,3.51559
Tubb5,239.577,168.437,220.921,250.635,166.391,254.622,298.674,359.725
Mdc1,32.2224,30.9058,25.839,24.855,18.2855,28.9648,24.1786,26.529
Nrm,45.2704,31.3796,41.7706,37.0636,16.4688,40.138,47.9039,44.0073
Ppp1r18,0,0.0560059,0,0.232027,0,0,0,0
Dhx16,13.3559,11.5883,8.61465,11.231,13.0671,8.19004,11.2119,15.2163
2310061I04Rik,23.8787,21.9316,23.9261,31.0916,24.6623,23.0161,20.944,28.6121
Atat1,8.58299,11.879,4.38594,8.27313,1.10089,12.5917,7.9382,7.59516
Mrps18b,20.1908,14.8817,23.5177,29.2058,21.1491,15.012,17.7489,18.4979
Ppp1r10,23.7912,24.1121,26.0614,28.413,30.1862,29.9794,34.2707,32.8204
Mir1894,0,0,0,0,0,0,0,0
Gm8801,1.49219,1.387,1.59304,1.54012,2.67243,1.70908,1.91423,2.75388
Abcf1,27.4502,19.5087,22.3246,22.1392,21.2439,18.9771,24.1158,23.9819
Mir877,0,0,0,0,0,0,0,0
Prr3,7.50288,10.5332,5.10984,5.30233,7.02797,7.91047,9.09446,9.72584
Gnl1,3.3964,4.13786,3.54899,3.35826,2.78601,2.32566,4.75131,3.45013
A930015D03Rik,0.671087,3.84171,1.07279,1.07668,0,0.0568699,0,1.88892
H2-T24,7.3692,2.59491,3.33899,3.9342,9.63215,3.33481,3.74198,1.6778
H2-T23,34.5963,41.4506,48.11,48.4572,22.1166,29.2584,28.115,27.3526
H2-T9,7.30779,6.45057,11.101,13.8875,2.11864,3.59119,4.22292,6.45075
H2-T22,4.14644,6.11304,3.50005,1.75997,24.4134,2.93303,2.27692,3.63534
Gm6034,0.405025,0.235265,0.277397,0.216657,0,0.0257689,0.0220806,0
Gm11127,7.3316,6.95331,5.99098,6.17075,8.39206,5.28819,4.58974,4.81265
H2-Bl,5.60748,1.43539,1.5155,4.1625,4.17451,0.0744269,0.131555,3.6514
C920025E04Rik,0.935093,2.04548,0.550159,0.187477,0.360797,0.153064,0.204358,1.64191
H2-T10,1.64059,1.58236,1.51286,0.570107,1.8679,0.528386,0.244668,1.13421
Gm7030,2.06405,1.82287,2.09464,2.77903,0.276066,1.30127,1.00118,0.671741
2410017I17Rik,0,0.460297,0.22616,0.541673,0,0.0560193,0,0
Gm8909,0.564763,3.00727,4.10277,5.49857,7.29337,1.60237,0.796918,1.50283
Gm6623,0.373464,0.0723376,0.341007,0.41956,0.236905,0.285226,0.196851,0.286997
H2-T3,17.3399,18.6848,22.7542,26.2202,24.6946,15.4533,7.88881,7.7939
Rpp21,11.4517,10.9796,12.1797,7.43102,0,12.631,12.0382,16.8553
Trim39,6.14902,10.0541,4.60339,4.95759,2.08261,3.9889,4.06913,4.2985
H2-M10.2,0,0,1.38004,0,0,0,0,0
H2-M10.1,0,0,0,0,0,0,0,0
H2-M10.3,0,0,0,0,0,0,0,0
H2-M10.4,0,0,0,0,0,0,0,0
H2-M11,0,0,0,0,0,0,0,0
H2-M9,0,0,0,0,0,0,0,0
H2-M1,0,0,0,0,0,0,0,0
H2-M10.5,0,0,0,0,0,0,0,0
H2-M10.6,0,0.221294,0,0,0,0,0,0
Trim26,10.3545,16.1203,9.60424,11.3732,11.3639,11.1403,10.5673,11.8258
Trim15,2.0913,2.66082,1.35978,2.39093,0,0.540571,0.950951,0.706543
Trim10,0,0.0671579,0,0,0,0,0,0
Trim40,1.94243,5.59913,2.58115,1.72907,3.1049,0.514209,0.779479,0.457714
Trim31,11.2537,9.69071,16.6984,13.6459,15.6498,8.00645,5.80562,4.89661
1700031A10Rik,0,0,0,0,0,0,0,0
Rnf39,1.38506,0.804426,3.32026,3.18578,1.9765,1.93844,3.37248,3.28067
Ppp1r11,14.1045,15.0729,14.6077,9.52701,16.4581,7.67942,13.0532,13.4667
Znrd1,7.49074,0.496492,10.3568,4.06286,1.01752,2.7875,6.82004,10.4022
Znrd1as,4.17847,0.412831,1.46163,1.36942,0.338241,0.452213,2.90694,1.59291
2410137M14Rik,0,0,0,0,0,0,0,0
H2-M5,0,0,0,0,0,0,0,0
Zfp57,0,1.02858,0,0,0,0,0,0.271185
Mog,0,0,0,0,0,0,0,0
Gabbr1,4.31829,5.62221,1.64146,1.2598,1.87854,3.62639,4.39846,2.55591
Olfr90,0.0823548,0,0,0,0,0,0,0
Olfr91,0,0,0,0,0,0,0,0
Olfr92,0,0,0,0,0,0,0,0
Olfr93,0,0,0,0,0,0,0,0
Ubd,0,0.692395,0,0.159508,0,0,0,0.190834
Olfr94,0,0,0,0,0,0,0,0
Olfr95,0,0,0,0,0,0,0,0
Olfr96,0,0,0,0,0,0,0,0
Olfr97,0,0,0,0,0,0,0,0
Olfr98,0,0,0,0,0,0,0,0
H2-M3,0.527687,0,0,1.68103,0,1.40242,1.30403,0.210189
Olfr99,0.286169,0,0,0,0,0,0,0
Olfr101,0,0,0,0,0,0,0,0
Olfr102,0,0,0,0,0,0,0,0
Olfr100,0,0,0,0,0,0,0,0
Olfr103,0,0,0,0,0,0,0,0
Olfr107,0,0,0,0,0,0,0,0
Olfr108,0,0,0,0,0,0,0,0
Olfr109,0,0,0,0,0,0,0,0
H2-M2,0,0,0,0,0,0,0,0.0278486
Olfr110,0,0,0,0,0,0,0,0
Olfr111,0,0,0,0,0,0,0,0
Olfr112,0,0,0,0,0,0,0,0
Olfr113,0,0,0,0,0,0,0,0
Olfr114,0,0,0,0,0,0,0,0
Olfr115,0,0,0,0,0,0,0,0
Olfr116,0,0,0,0,0,0,0,0
Olfr117,0,0,0,0,0,0,0,0
Olfr118,0,0,0,0,0,0,0,0
Olfr119,0,0,0,0,0,0,0,0
Olfr120,0,0,0,0,0,0,0,0
Olfr121,0,0,0,0,0,0,0,0
Olfr122,0,0,0,0,0,0,0,0
Olfr123,0,0,0,0,0,0,0,0
Olfr124,0,0,0,0,0,0,0,0
Olfr125,0,0,0,0,0,0,0,0
Olfr126,0,0,0,0,0,0,0,0
Olfr127,0,0,0,0,0,0,0,0
Olfr128,0,0,0,0,0,0,0,0
Olfr761,0,0,0,0,0,0,0,0
Olfr129,0,0,0,0,0,0,0,0
Olfr130,0,0,0,0,0,0,0,0
Olfr131,0,0,0,0,0,0,0,0
Olfr132,0,0,0,0,0,0,0,0
Olfr133,0,0,0,0,0,0,0,0
Olfr134,0,0,0,0,0,0,0,0
Olfr135,0,0,0,0,0,0,0,0
Olfr138,0,0,0,0,0,0,0,0
Olfr137,0,0,0,0,0,0,0,0
Olfr136,0,0,0,0,0,0,0,0
Esp36,0,0,0,0,0,0,0,0
Esp34,0,0,0,0,0,0,0,0
Esp31,0,0,0,0,0,0,0,0
Esp24,0,0,0,0,0,0,0,0
Esp23,0,0,0,0,0,0,0,0
Esp18,0,0,0,0,0,0,0,0
Esp16,0,0,0,0,0,0,0,0
Esp15,0,0,0,0,0,0,0,0
Rn45s,2005.52,1565.77,3470.26,4289.46,3316.65,4418.42,5661.38,4771.49
Esp38,0,0,0,0,0,0,0,0
Pgk2,0,0,0,0,0,0,0,0
Crisp3,0,0,0,0,0,0,0,0
Crisp1,0,0,0,0,0,0,0,0
Esp8,0,0,0,0,0,0,0,0
Esp6,0,0,0,0,0,0,0,0
Esp6Esp5,0,0,0,0,0,0,0,0
Esp5,0,0,0,0,0,0,0,0
Esp4,0,0,0,0,0,0,0,0
Esp3,0,0,0,0,0,0,0,0
Esp1,0,0,0,0,0,0,0,0
Crisp2,0,0,0,0,0,0,0,0
Rhag,0,0,0,0,0,0,0.0304975,0
9130008F23Rik,1.24198,2.62401,2.19084,2.77034,1.14591,0.651449,1.74013,0.963985
Glyatl3,0,0,0,0,0,0.102738,0,0
Cenpq,0.231536,0.322735,0.872202,0.891722,0,0.530252,0.807785,1.95652
Mut,4.43508,1.83073,4.37042,2.66669,2.55279,4.05428,3.10517,4.04605
Ptchd4,0,0,0,0,0,0,0,0
Opn5,0,0,0,0.0962641,0,0,0,0
Gpr115,0,0,0,0,0,0.643747,0,0
Gpr111,0,0,0,0,0,0,0,0
Cd2ap,15.0939,12.2202,26.4134,22.2924,24.9249,18.3046,23.1948,23.8462
Tnfrsf21,6.55886,3.1617,4.05579,3.66145,4.09126,4.41235,3.158,8.38465
E130008D07Rik,0,0,0,0,0,0.38467,0,0
Gpr110,6.18102,6.06454,2.84773,2.51896,7.26561,10.2295,9.98293,4.47102
Gpr116,0,0,0,0.0156748,0,0,0.159787,0
Mep1a,9.48616,6.04156,11.021,7.49786,19.2008,7.53847,7.23581,2.85146
Ankrd66,0,0,0,0,0,0,0,0
Pla2g7,0,0,0,0,0,0,0,0
1700071M16Rik,0,0,0,0,0,0,0,0
Tdrd6,0,0,0,0,0,0,0,0
Slc25a27,0.957656,2.05901,0.245931,0.294581,0,1.81327,1.03132,1.36456
Cyp39a1,1.57029,3.07519,2.64426,2.10432,1.8176,5.19144,4.15021,4.82392
Rcan2,0,0,0,0,0,0,0,0
Enpp5,5.80498,4.35502,6.38995,5.29457,5.68969,8.82459,4.35596,6.45431
Enpp4,2.93119,0.645188,1.5915,1.46981,1.78254,1.44861,1.99766,1.98188
Clic5,3.22727,3.51211,4.40143,4.86026,6.26977,2.06652,1.75858,1.17342
Runx2,0.11467,0,0.00981325,0.0184051,0.272816,0,0.0562845,0.051415
Supt3,8.08651,5.27074,6.2693,4.99843,3.84658,7.08785,8.74303,8.71432
4930564C03Rik,2.37315,0.400853,0,0.7693,7.11446,2.63446,0.878006,0.478692
Cdc5l,16.3027,10.2549,14.0606,16.6239,20.6837,16.0026,17.6102,19.7363
Spats1,0,0,0.201161,0,0,0.485614,0.0960403,0
Aars2,4.47657,3.33596,2.57634,3.6076,1.26886,3.40718,3.28252,2.92804
Tcte1,0,0,0,0,0,0,0,0
Tmem151b,0.0976135,0,0,0,0,0,0.0567824,0
Nfkbie,0.0667406,0,0.434205,0.59982,0,0.407759,1.1354,0.598345
Slc35b2,18.7465,13.9981,16.0936,19.5443,14.9062,17.0935,20.3678,28.4396
Hsp90ab1,749.11,599.226,605.953,468.788,455.649,765.249,802.137,720.614
Slc29a1,18.8873,9.48139,15.2754,16.7099,18.3913,17.0707,17.0172,20.379
Gm7325,0,0.408232,0,0.23605,0,0.561387,0.144221,0.169341
Capn11,0,0,0,0,0,0,0.027295,0
Tmem63b,54.3353,33.7586,38.6273,49.7076,28.1634,44.0326,57.1335,55.5392
Mrpl14,16.0413,8.69121,15.8905,9.64714,0,9.3602,13.2854,11.7784
1600014C23Rik,0,0,0,0,0,0,0,0
Vegfa,13.8326,19.9108,12.1865,12.3928,6.78442,20.646,22.5635,20.0949
Mrps18a,13.4924,19.4555,17.086,17.9304,9.72124,25.1065,21.0753,21.3976
Rsph9,0,0,0.571161,0.118913,0,0.565428,0.403868,0
Mad2l1bp,2.2558,0.986303,2.99931,2.4416,1.51477,1.45171,3.50074,4.38274
Gtpbp2,13.5592,20.4608,14.0912,12.0164,21.6897,12.8068,15.1492,12.8253
Polh,2.12315,0.812803,1.38983,1.59014,1.06953,2.84559,1.64801,0.959752
Xpo5,17.187,10.1832,13.6478,13.6111,9.29901,13.674,13.3224,12.869
Mir693,0,0,0,0,0,0,0,0
Polr1c,20.6452,6.29419,13.3894,10.546,11.2929,15.0361,21.0159,17.3779
Yipf3,31.2462,19.8851,30.425,35.1273,39.6394,32.9146,31.4513,38.4759
Lrrc73,0.0605177,0,0.829001,0.103587,0,0,0.0263912,0.216944
Tjap1,7.15257,6.82282,6.4607,9.67076,2.7297,7.23958,7.06958,6.10556
Dlk2,0.118155,1.0431,0,0,0,0,0,0
Abcc10,17.4889,16.4859,11.0642,12.775,8.16402,10.0293,10.1203,9.30759
Zfp318,5.60873,4.04911,4.04975,2.58282,2.85313,5.87765,5.20361,6.62986
Crip3,0,0,0,0,0,0,0,0
Slc22a7,0,0,0,0,0,0,0,0
Ttbk1,0,0,0,0,0,0,0,0
Dnph1,11.7644,13.804,16.1168,18.2147,8.8346,15.1204,11.1364,23.4198
Cul9,1.72542,2.23561,0.560003,0.55067,1.32879,2.5247,1.50563,0.827985
Srf,27.3427,18.4219,22.2243,24.7807,18.3534,20.3244,28.6939,27.2465
Mir6976,0,0,0,0,0,0,0,0
Ptk7,3.49826,3.56468,1.38889,1.07514,1.62906,3.12715,4.96011,5.06288
Klc4,11.4003,11.0522,10.2426,10.3099,17.2496,7.09986,8.212,6.96544
Mrpl2,23.6715,18.9695,28.4499,23.4016,13.9808,18.8662,20.9016,24.9807
Cul7,1.62264,1.25758,0.555558,0.255865,0.270903,1.21786,1.79469,1.167
Rrp36,12.1277,9.68564,5.10077,6.8586,7.28625,6.63979,8.13333,7.55355
Klhdc3,26.8122,29.1004,31.4628,35.0073,27.2418,31.8614,31.5952,39.259
Ppp2r5d,47.5446,50.8785,36.2723,51.4387,34.0869,33.5384,40.1429,36.9033
Mea1,9.80562,37.3377,13.6262,12.2042,10.4134,13.0546,10.6423,12.823
Pex6,5.71572,4.24711,6.20445,4.96723,6.65011,4.82961,8.14451,8.18441
Gnmt,0,0,0.171809,0.143091,0,0,0,0.171208
Cnpy3,10.7819,14.2712,10.1605,10.7417,4.26745,8.62792,10.1578,11.2445
Ptcra,0.164313,0.0610669,0.270109,0,0,0.0668893,0,0.0336566
2310039H08Rik,3.37065,4.85498,11.8651,8.2545,1.76849,7.56394,7.85211,10.5278
Rpl7l1,72.7377,66.1852,55.7611,67.575,56.2082,63.6773,69.9136,60.8851
Gltscr1l,13.5691,9.759,14.0433,17.474,13.2533,20.405,20.0235,17.3224
Tbcc,2.13579,1.90249,1.98078,1.88514,1.69338,3.53339,3.16337,1.27633
Prph2,0,0,0,0,0,0,0.0800353,0
Ubr2,15.5212,12.9612,10.2357,12.3711,12.6579,15.6077,12.5708,15.4884
Trerf1,1.30014,0,0.100313,0,0,0,0,1.62373
Mrps10,3.30353,7.47495,6.20019,10.3748,8.37927,6.0954,4.55656,7.04341
Guca1b,0,0.321983,0.0338958,0.127076,0,0,0.04317,0
Guca1a,1.71718,0,0.830389,0.691479,0,0.205475,1.27693,0
1700001C19Rik,0,0,0,0.938785,0,0.363386,0.0667231,0.0522384
AI661453,22.1428,18.5961,16.3429,18.3706,16.6424,16.9275,16.8529,17.0155
